race,sex,sl,yc,h_cm,hw_k,es,y
A,F,Y,N,160.4,335.1,82.0,0
W,M,N,Y,182.5,190.2,82.9,0
W,F,N,N,159.9,138.3,86.5,1
B,M,N,Y,194.9,115.4,89.1,1
W,F,N,N,152.4,155.8,81.4,0
A,M,Y,Y,184.1,292.8,84.5,0
W,M,N,Y,192.7,146.9,87.8,1
W,M,N,Y,172.6,268.9,80.5,0
B,F,N,N,153.7,102.3,88.9,1
B,F,N,N,162.7,77.2,88.7,1
W,F,N,N,156.6,159.6,81.7,0
W,F,N,N,152.9,159.1,80.8,0
W,F,N,N,158.3,140.5,84.9,0
A,M,Y,Y,179.5,277.2,81.8,0
W,F,N,N,165.9,251.0,87.4,1
W,M,N,Y,180.0,184.7,83.5,0
A,F,Y,N,152.3,307.3,84.2,0
B,M,N,Y,182.3,94.5,89.2,1
W,F,N,N,150.9,182.6,81.8,0
W,F,N,N,163.1,222.9,89.5,1
B,M,N,Y,195.5,109.5,88.1,1
B,F,N,N,154.1,79.1,84.2,0
B,F,N,N,158.0,83.3,84.8,0
A,M,Y,Y,169.8,276.4,88.8,1
A,F,Y,N,163.6,340.6,82.0,0
W,F,N,N,159.5,246.1,87.3,1
A,M,Y,Y,185.4,298.1,85.3,1
B,M,N,Y,199.3,74.8,88.1,1
B,M,N,Y,194.2,104.5,83.6,0
A,M,Y,Y,197.6,338.2,83.9,0
A,F,Y,N,157.6,330.0,84.4,0
B,F,N,N,159.0,87.2,84.2,0
A,M,Y,Y,198.2,325.5,82.7,0
A,M,Y,Y,193.9,295.4,80.6,0
A,F,Y,N,157.6,280.5,84.5,0
W,M,N,Y,194.2,131.4,87.2,1
B,F,N,N,156.7,66.2,89.3,1
W,F,N,N,165.9,163.1,84.1,0
A,M,Y,Y,186.2,334.4,81.7,0
B,F,N,N,167.3,91.5,81.4,0
B,M,N,Y,191.2,75.2,83.4,0
W,F,N,N,166.4,186.3,85.0,1
B,M,N,Y,191.9,56.9,85.0,1
A,F,Y,N,167.4,316.6,85.0,1
A,M,Y,Y,177.6,295.6,85.4,1
B,F,N,N,156.6,121.4,88.0,1
A,M,Y,Y,186.8,281.8,85.1,1
W,M,N,Y,195.4,143.1,82.1,0
A,F,Y,N,152.8,300.3,89.3,1
B,F,N,N,166.6,80.6,82.4,0
W,M,N,Y,174.6,255.3,83.4,0
B,F,N,N,159.8,52.6,81.7,0
B,M,N,Y,177.5,74.1,88.7,1
W,F,N,N,163.1,236.2,81.3,0
W,M,N,Y,187.1,135.0,83.7,0
A,M,Y,Y,190.7,341.6,84.4,0
B,M,N,Y,170.6,114.1,88.7,1
A,M,Y,Y,187.1,286.2,85.7,1
B,M,N,Y,180.1,74.9,88.5,1
A,F,Y,N,166.1,288.3,81.5,0
B,F,N,N,151.0,92.2,85.3,1
A,M,Y,Y,190.7,314.3,81.4,0
A,F,Y,N,153.3,286.9,87.8,1
B,F,N,N,155.0,76.7,84.5,0
W,M,N,Y,190.6,220.6,80.0,0
A,F,Y,N,161.6,300.5,87.5,1
W,M,N,Y,187.5,234.7,87.0,1
A,M,Y,Y,187.5,277.4,89.8,1
A,F,Y,N,167.3,316.3,86.5,1
A,F,Y,N,163.1,309.7,80.2,0
W,F,N,N,157.5,200.1,83.2,0
B,M,N,Y,171.1,50.1,88.8,1
B,F,N,N,167.4,105.2,81.2,0
B,M,N,Y,172.3,82.2,82.1,0
W,M,N,Y,194.9,246.2,87.8,1
A,M,Y,Y,182.0,309.1,89.7,1
A,F,Y,N,152.4,340.8,88.8,1
A,F,Y,N,152.9,341.8,86.7,1
W,F,N,N,160.9,214.5,86.1,1
W,M,N,Y,176.9,252.1,88.0,1
B,M,N,Y,197.9,111.4,89.9,1
W,F,N,N,167.7,224.5,88.2,1
B,M,N,Y,188.1,54.1,87.4,1
B,F,N,N,150.1,56.3,88.2,1
A,M,Y,Y,191.5,316.0,89.0,1
W,F,N,N,165.7,180.2,81.2,0
W,F,N,N,159.4,231.6,84.7,0
A,F,Y,N,152.6,343.6,80.9,0
W,M,N,Y,186.2,220.1,83.8,0
B,F,N,N,166.9,106.0,83.9,0
A,M,Y,Y,174.2,331.0,86.0,1
W,M,N,Y,172.0,159.0,84.8,0
W,M,N,Y,190.4,250.8,81.7,0
A,F,Y,N,160.3,307.5,87.7,1
A,M,Y,Y,182.4,279.2,81.2,0
B,M,N,Y,184.5,71.1,87.4,1
B,M,N,Y,177.8,107.6,84.5,0
W,M,N,Y,188.8,134.3,84.4,0
A,F,Y,N,167.7,286.2,88.9,1
A,M,Y,Y,176.2,321.4,81.6,0
W,M,N,Y,197.0,167.0,87.5,1
B,M,N,Y,186.7,123.6,88.8,1
W,F,N,N,153.6,244.7,87.3,1
A,M,Y,Y,189.4,284.7,82.0,0
A,F,Y,N,167.8,332.5,80.2,0
A,F,Y,N,166.9,310.6,87.9,1
A,F,Y,N,155.9,293.5,83.4,0
A,M,Y,Y,175.7,312.0,83.6,0
W,F,N,N,158.0,213.4,82.8,0
W,M,N,Y,175.9,192.9,80.2,0
W,M,N,Y,192.3,250.1,89.2,1
B,M,N,Y,175.9,63.7,85.8,1
A,M,Y,Y,171.9,312.5,85.9,1
A,M,Y,Y,178.3,346.7,85.2,1
W,M,N,Y,181.7,176.9,87.1,1
W,F,N,N,156.3,227.7,82.7,0
W,F,N,N,153.4,271.0,84.5,0
A,F,Y,N,157.5,276.4,80.9,0
A,F,Y,N,157.1,307.5,81.1,0
W,M,N,Y,177.0,195.3,87.7,1
B,M,N,Y,191.5,50.6,84.6,0
B,M,N,Y,186.6,54.0,82.9,0
B,F,N,N,155.3,122.0,89.4,1
B,M,N,Y,178.7,107.0,87.3,1
B,F,N,N,153.8,62.0,87.8,1
B,M,N,Y,190.2,81.6,81.2,0
W,M,N,Y,187.1,129.6,83.8,0
W,M,N,Y,191.3,187.6,81.9,0
B,M,N,Y,191.8,53.2,89.2,1
W,M,N,Y,184.4,161.4,82.9,0
A,M,Y,Y,185.5,312.0,89.4,1
W,F,N,N,150.5,223.7,88.0,1
W,F,N,N,161.4,142.4,87.4,1
B,M,N,Y,195.4,105.5,86.7,1
B,F,N,N,166.0,55.1,89.0,1
W,M,N,Y,197.2,194.0,83.9,0
B,M,N,Y,172.6,82.2,81.5,0
W,F,N,N,154.7,253.5,83.1,0
B,F,N,N,161.0,78.9,84.3,0
B,F,N,N,160.6,73.9,81.9,0
A,M,Y,Y,186.1,289.2,82.1,0
B,M,N,Y,184.0,56.0,83.8,0
W,F,N,N,152.7,238.2,88.7,1
W,F,N,N,150.7,169.2,89.8,1
A,F,Y,N,167.2,291.9,80.8,0
W,F,N,N,150.8,162.3,86.9,1
W,F,N,N,154.9,154.0,86.9,1
W,M,N,Y,187.2,183.8,89.0,1
A,F,Y,N,160.2,307.7,83.5,0
W,M,N,Y,192.6,240.3,84.2,0
B,F,N,N,167.9,50.2,82.7,0
W,F,N,N,161.9,222.1,86.9,1
W,M,N,Y,187.0,201.6,84.3,0
W,M,N,Y,191.9,189.2,83.2,0
B,M,N,Y,189.2,53.9,89.2,1
A,F,Y,N,161.0,339.7,89.3,1
W,M,N,Y,168.4,250.4,84.4,0
B,F,N,N,162.7,81.1,86.1,1
W,F,N,N,167.9,178.4,81.4,0
B,M,N,Y,195.2,117.9,83.4,0
A,M,Y,Y,178.9,293.8,81.1,0
A,F,Y,N,168.2,305.4,86.2,1
A,F,Y,N,161.7,323.6,82.0,0
A,M,Y,Y,182.0,297.8,88.5,1
B,M,N,Y,170.0,112.0,80.6,0
B,M,N,Y,180.2,70.4,82.9,0
B,M,N,Y,189.3,79.1,84.1,0
W,F,N,N,150.6,148.5,80.2,0
A,M,Y,Y,197.6,311.0,83.1,0
B,M,N,Y,174.7,62.9,84.4,0
W,M,N,Y,184.9,213.7,80.4,0
A,F,Y,N,160.1,297.3,89.0,1
B,F,N,N,164.7,75.7,81.8,0
B,M,N,Y,197.3,84.3,84.3,0
A,F,Y,N,159.2,295.2,84.6,0
A,M,Y,Y,172.6,304.3,88.0,1
B,M,N,Y,186.2,62.3,86.0,1
A,M,Y,Y,199.4,323.8,89.6,1
B,M,N,Y,196.3,101.8,88.1,1
B,M,N,Y,190.3,69.5,88.9,1
B,M,N,Y,196.9,64.0,87.9,1
A,F,Y,N,165.1,326.3,86.4,1
A,M,Y,Y,179.5,315.4,82.1,0
A,F,Y,N,161.2,321.1,89.5,1
B,M,N,Y,171.2,77.7,82.0,0
B,F,N,N,163.9,79.0,89.9,1
W,M,N,Y,192.5,231.2,82.7,0
B,M,N,Y,170.9,98.0,89.2,1
A,M,Y,Y,193.9,299.7,85.8,1
B,M,N,Y,187.9,104.7,83.7,0
A,M,Y,Y,181.9,329.7,87.4,1
A,F,Y,N,151.8,298.8,80.3,0
W,M,N,Y,192.2,209.8,83.8,0
W,F,N,N,156.2,262.7,84.1,0
B,F,N,N,166.6,86.1,83.7,0
W,F,N,N,166.1,200.3,84.4,0
A,F,Y,N,162.6,336.3,89.3,1
B,F,N,N,158.9,82.1,80.2,0
B,F,N,N,153.4,78.4,82.6,0
W,M,N,Y,177.0,153.5,86.1,1
W,F,N,N,151.7,127.4,85.7,1
A,F,Y,N,150.3,337.8,88.5,1
W,F,N,N,162.1,177.5,89.7,1
B,F,N,N,162.9,62.6,82.0,0
W,F,N,N,167.6,182.4,82.1,0
W,M,N,Y,184.9,250.7,80.3,0
A,M,Y,Y,173.2,341.1,80.3,0
W,M,N,Y,189.1,160.9,86.0,1
B,M,N,Y,172.2,86.1,82.8,0
A,F,Y,N,154.8,324.1,81.7,0
W,F,N,N,150.5,149.0,84.6,0
W,M,N,Y,188.4,144.2,81.0,0
W,F,N,N,159.7,243.3,83.2,0
B,F,N,N,164.1,107.3,89.5,1
B,M,N,Y,180.0,90.0,88.8,1
A,F,Y,N,164.1,284.0,82.2,0
B,M,N,Y,198.3,79.5,80.7,0
W,F,N,N,163.3,216.1,83.0,0
B,F,N,N,150.1,52.3,88.1,1
A,F,Y,N,150.2,339.2,81.4,0
B,M,N,Y,185.6,71.8,87.3,1
W,M,N,Y,193.3,252.3,80.0,0
W,F,N,N,162.7,187.5,83.8,0
W,M,N,Y,182.9,138.1,85.2,1
W,F,N,N,168.1,229.5,88.3,1
A,M,Y,Y,168.5,289.6,80.8,0
B,M,N,Y,186.3,55.7,83.2,0
B,M,N,Y,179.9,86.8,89.1,1
A,F,Y,N,165.0,289.1,84.0,0
W,F,N,N,160.7,227.2,84.2,0
B,F,N,N,164.9,81.1,88.6,1
A,F,Y,N,157.3,303.1,85.4,1
A,M,Y,Y,193.2,301.1,82.9,0
W,F,N,N,153.7,254.3,87.8,1
B,M,N,Y,180.4,93.7,89.4,1
A,M,Y,Y,196.6,338.9,87.1,1
B,F,N,N,158.8,93.2,84.3,0
A,M,Y,Y,173.1,347.5,86.2,1
W,M,N,Y,199.5,206.4,89.0,1
A,M,Y,Y,172.8,337.2,84.5,0
A,F,Y,N,163.9,329.2,81.5,0
B,M,N,Y,176.9,68.9,80.7,0
B,F,N,N,163.8,111.5,89.9,1
B,F,N,N,153.0,58.3,89.8,1
B,M,N,Y,173.4,91.3,82.5,0
A,F,Y,N,155.9,324.6,83.7,0
W,F,N,N,164.8,224.5,89.2,1
W,M,N,Y,180.9,236.5,83.2,0
A,F,Y,N,168.0,298.2,83.3,0
B,F,N,N,155.9,74.4,84.5,0
A,M,Y,Y,177.6,330.9,85.0,1
B,F,N,N,158.7,55.4,81.6,0
B,M,N,Y,177.2,117.7,87.4,1
B,M,N,Y,194.7,95.2,84.3,0
B,M,N,Y,194.0,94.5,83.6,0
B,M,N,Y,170.4,54.1,80.7,0
B,M,N,Y,171.9,71.3,86.6,1
A,M,Y,Y,180.9,323.7,82.5,0
B,F,N,N,164.9,104.2,84.2,0
W,M,N,Y,181.9,186.2,83.5,0
B,M,N,Y,197.0,69.6,84.4,0
W,M,N,Y,200.0,235.7,81.2,0
W,M,N,Y,175.5,200.0,86.6,1
W,M,N,Y,184.2,244.8,89.3,1
W,F,N,N,162.5,159.5,89.2,1
A,M,Y,Y,181.4,308.8,81.8,0
B,F,N,N,154.1,115.1,80.4,0
A,F,Y,N,153.1,347.3,85.3,1
A,M,Y,Y,175.2,283.5,86.3,1
B,M,N,Y,176.1,94.9,86.4,1
B,M,N,Y,184.5,91.5,90.0,1
W,F,N,N,152.9,190.1,81.8,0
W,M,N,Y,174.7,224.2,87.7,1
B,F,N,N,161.4,100.8,81.3,0
B,M,N,Y,173.5,106.3,84.3,0
A,F,Y,N,164.3,344.4,86.9,1
W,F,N,N,164.7,187.9,86.8,1
W,M,N,Y,186.1,161.4,88.8,1
W,M,N,Y,168.4,176.1,80.6,0
A,M,Y,Y,172.4,344.0,81.1,0
A,F,Y,N,160.4,307.6,80.3,0
B,M,N,Y,176.5,117.1,89.3,1
A,F,Y,N,160.4,305.2,80.6,0
A,M,Y,Y,196.9,301.9,81.9,0
B,F,N,N,163.9,67.1,89.2,1
A,F,Y,N,160.3,337.8,83.8,0
W,F,N,N,150.5,135.2,84.4,0
B,F,N,N,159.4,72.3,82.4,0
W,M,N,Y,188.3,200.4,84.6,0
A,M,Y,Y,175.2,327.3,88.8,1
W,M,N,Y,185.1,264.4,89.3,1
W,F,N,N,164.4,265.6,83.6,0
B,F,N,N,155.8,58.8,86.3,1
B,M,N,Y,193.3,56.0,89.2,1
B,M,N,Y,195.1,116.1,87.0,1
B,M,N,Y,178.6,96.8,88.3,1
B,F,N,N,161.7,76.8,89.5,1
B,M,N,Y,175.8,124.6,82.2,0
A,M,Y,Y,180.5,317.4,81.9,0
B,M,N,Y,193.9,61.0,83.3,0
W,M,N,Y,198.7,270.5,83.5,0
B,F,N,N,163.6,105.6,82.6,0
B,F,N,N,155.4,81.3,85.9,1
B,F,N,N,152.8,71.3,80.8,0
B,F,N,N,167.8,80.1,81.3,0
B,F,N,N,160.2,107.5,87.6,1
B,F,N,N,158.8,72.6,87.6,1
B,M,N,Y,174.5,99.5,83.2,0
W,F,N,N,164.7,254.0,84.4,0
W,M,N,Y,169.9,125.7,86.5,1
W,F,N,N,158.1,258.0,82.8,0
B,F,N,N,159.9,56.0,82.5,0
A,F,Y,N,152.7,296.5,81.3,0
A,F,Y,N,156.6,279.1,86.3,1
W,M,N,Y,179.9,206.6,86.7,1
A,M,Y,Y,176.3,298.4,83.4,0
W,F,N,N,152.2,148.7,81.6,0
A,M,Y,Y,192.4,340.4,80.4,0
B,M,N,Y,197.4,71.0,87.2,1
A,M,Y,Y,187.9,300.5,89.4,1
A,F,Y,N,160.9,278.2,84.8,0
A,F,Y,N,161.7,288.6,81.2,0
A,F,Y,N,156.0,302.5,83.1,0
W,F,N,N,152.8,130.2,81.0,0
A,M,Y,Y,199.4,334.1,87.6,1
B,F,N,N,161.0,114.4,88.7,1
B,F,N,N,159.3,117.0,86.9,1
A,F,Y,N,165.7,317.5,87.2,1
W,F,N,N,167.7,140.9,87.5,1
A,M,Y,Y,196.8,300.8,87.1,1
B,M,N,Y,186.8,109.8,80.2,0
A,M,Y,Y,182.3,285.9,80.4,0
B,F,N,N,165.9,83.7,84.6,0
B,F,N,N,159.3,117.5,89.1,1
W,F,N,N,161.5,244.6,87.4,1
W,M,N,Y,171.1,242.5,86.9,1
W,M,N,Y,168.5,134.4,80.2,0
B,M,N,Y,192.3,66.5,84.5,0
W,M,N,Y,180.2,148.5,80.6,0
A,F,Y,N,155.2,320.9,85.3,1
A,F,Y,N,165.5,283.4,84.6,0
A,M,Y,Y,194.2,336.5,86.0,1
B,M,N,Y,173.5,68.4,88.6,1
A,F,Y,N,166.5,312.3,86.0,1
A,F,Y,N,159.4,304.7,87.1,1
A,M,Y,Y,181.3,292.5,84.0,0
B,M,N,Y,199.8,80.8,82.7,0
W,F,N,N,151.0,153.4,89.7,1
W,F,N,N,154.8,142.8,89.4,1
B,F,N,N,164.7,110.1,87.9,1
A,M,Y,Y,173.0,321.3,80.5,0
W,F,N,N,152.3,200.9,84.5,0
A,M,Y,Y,187.7,299.3,80.6,0
B,F,N,N,165.8,104.6,87.3,1
W,M,N,Y,194.5,133.0,82.9,0
W,M,N,Y,200.0,260.0,89.7,1
W,M,N,Y,179.8,212.0,86.9,1
W,F,N,N,152.5,164.1,81.2,0
B,M,N,Y,190.5,80.6,87.6,1
A,F,Y,N,164.6,313.6,80.4,0
W,F,N,N,166.1,130.0,86.7,1
A,M,Y,Y,185.1,300.0,83.9,0
B,M,N,Y,177.2,72.9,80.0,0
B,M,N,Y,177.8,112.0,89.3,1
W,M,N,Y,173.1,231.1,85.8,1
W,M,N,Y,179.2,210.8,80.4,0
A,F,Y,N,159.5,295.7,87.1,1
W,F,N,N,163.2,240.5,89.3,1
B,M,N,Y,176.0,104.3,80.9,0
A,M,Y,Y,191.4,346.2,89.5,1
W,F,N,N,158.5,238.6,87.9,1
B,M,N,Y,178.2,62.2,82.5,0
A,F,Y,N,167.9,326.2,86.2,1
W,M,N,Y,185.0,134.3,89.2,1
A,M,Y,Y,176.7,288.4,84.6,0
W,F,N,N,158.5,125.9,83.6,0
B,F,N,N,157.0,88.2,88.8,1
W,F,N,N,151.9,129.3,83.5,0
W,M,N,Y,192.7,172.0,89.3,1
W,F,N,N,167.2,152.3,88.8,1
B,F,N,N,156.4,85.3,86.4,1
A,M,Y,Y,195.3,310.1,81.9,0
W,M,N,Y,183.0,226.4,89.7,1
B,M,N,Y,197.0,76.8,86.4,1
A,F,Y,N,158.9,296.0,86.1,1
W,M,N,Y,168.5,235.5,80.8,0
B,F,N,N,161.1,97.7,89.6,1
A,M,Y,Y,191.6,290.4,80.8,0
A,M,Y,Y,173.5,330.3,83.9,0
B,M,N,Y,191.5,95.3,81.5,0
A,M,Y,Y,184.1,304.5,83.7,0
A,F,Y,N,150.1,331.8,80.7,0
W,M,N,Y,184.9,153.5,89.4,1
B,F,N,N,156.1,124.8,89.2,1
W,F,N,N,166.2,207.8,80.0,0
B,M,N,Y,169.2,64.2,82.6,0
A,F,Y,N,160.4,280.0,89.7,1
W,M,N,Y,176.1,243.6,82.9,0
B,M,N,Y,173.0,87.0,85.0,1
W,F,N,N,161.2,258.0,86.3,1
B,F,N,N,156.7,71.6,86.2,1
A,F,Y,N,163.3,338.7,82.5,0
W,F,N,N,159.7,223.7,88.0,1
B,F,N,N,165.5,66.6,87.3,1
A,M,Y,Y,192.6,298.4,87.9,1
W,M,N,Y,199.8,169.2,86.2,1
B,F,N,N,151.6,90.0,89.4,1
W,M,N,Y,195.4,126.7,89.4,1
A,F,Y,N,163.1,312.4,88.5,1
A,M,Y,Y,170.5,347.2,82.8,0
B,F,N,N,162.2,119.4,80.2,0
W,M,N,Y,190.7,151.9,89.0,1
A,M,Y,Y,181.9,288.3,85.9,1
B,F,N,N,157.3,93.1,86.9,1
A,M,Y,Y,177.9,329.2,80.1,0
A,F,Y,N,160.3,297.1,87.7,1
B,F,N,N,167.7,52.4,83.3,0
W,M,N,Y,193.7,198.6,82.9,0
A,F,Y,N,157.6,312.6,89.5,1
W,F,N,N,150.0,228.9,85.3,1
B,M,N,Y,168.5,51.3,84.0,0
B,F,N,N,154.3,69.7,86.2,1
A,M,Y,Y,179.2,329.4,89.9,1
A,M,Y,Y,192.7,293.4,88.1,1
B,F,N,N,153.9,86.3,82.9,0
W,M,N,Y,180.4,145.5,88.4,1
B,M,N,Y,195.1,118.2,86.0,1
B,M,N,Y,194.8,96.0,85.7,1
A,M,Y,Y,172.8,322.5,80.3,0
A,M,Y,Y,197.2,336.7,83.7,0
A,F,Y,N,168.1,290.2,80.6,0
A,M,Y,Y,196.5,291.2,88.2,1
W,M,N,Y,174.1,245.6,83.0,0
W,M,N,Y,175.7,156.6,88.4,1
A,F,Y,N,156.8,342.6,87.3,1
W,M,N,Y,184.1,136.2,81.5,0
B,F,N,N,167.1,58.5,80.4,0
W,M,N,Y,171.9,134.9,84.2,0
A,M,Y,Y,189.9,277.4,89.5,1
A,F,Y,N,155.0,330.9,85.6,1
B,M,N,Y,190.3,78.7,86.4,1
A,M,Y,Y,188.3,328.5,86.6,1
B,F,N,N,161.7,56.2,84.9,0
A,M,Y,Y,169.4,325.6,82.2,0
B,M,N,Y,195.9,59.5,87.6,1
W,F,N,N,163.3,269.6,83.3,0
A,M,Y,Y,190.7,287.1,89.6,1
W,M,N,Y,192.6,192.3,85.7,1
A,M,Y,Y,183.7,327.7,84.8,0
B,M,N,Y,182.0,118.5,87.4,1
B,F,N,N,165.9,104.6,88.8,1
B,F,N,N,166.7,60.7,84.5,0
A,M,Y,Y,172.2,301.5,86.7,1
B,M,N,Y,172.1,123.2,86.6,1
A,F,Y,N,166.0,290.0,84.0,0
W,M,N,Y,173.7,231.1,86.4,1
B,F,N,N,154.9,64.4,86.7,1
B,M,N,Y,170.2,92.8,80.8,0
W,M,N,Y,196.5,143.4,88.8,1
B,M,N,Y,176.7,63.3,85.6,1
A,M,Y,Y,174.0,298.9,82.2,0
W,M,N,Y,186.2,136.8,89.5,1
A,F,Y,N,160.5,338.4,88.3,1
W,F,N,N,163.7,228.1,81.8,0
B,M,N,Y,181.2,119.8,81.9,0
W,F,N,N,156.8,225.5,86.0,1
B,M,N,Y,174.4,75.9,85.0,1
W,F,N,N,166.2,180.2,86.2,1
W,F,N,N,166.2,158.7,86.6,1
A,M,Y,Y,175.5,313.2,80.4,0
W,M,N,Y,187.1,150.6,82.4,0
A,F,Y,N,162.4,288.2,86.9,1
W,F,N,N,151.2,254.2,89.5,1
A,F,Y,N,163.7,338.9,82.7,0
A,F,Y,N,150.0,334.6,81.8,0
W,M,N,Y,195.2,157.9,80.2,0
A,M,Y,Y,176.1,336.6,80.1,0
A,F,Y,N,164.5,298.3,84.2,0
A,M,Y,Y,169.3,320.1,83.8,0
B,F,N,N,155.9,90.6,85.9,1
B,M,N,Y,191.8,97.9,81.4,0
W,F,N,N,153.3,212.8,86.9,1
W,F,N,N,150.1,201.8,88.7,1
B,M,N,Y,189.2,104.4,87.2,1
B,M,N,Y,192.0,70.5,88.4,1
W,M,N,Y,195.2,203.8,83.5,0
A,F,Y,N,150.8,311.8,88.4,1
B,M,N,Y,169.7,110.3,81.1,0
W,F,N,N,156.0,176.9,89.0,1
A,F,Y,N,164.9,281.4,84.4,0
W,F,N,N,158.2,161.8,89.7,1
A,F,Y,N,156.7,331.7,83.4,0
W,F,N,N,151.1,188.0,80.3,0
A,M,Y,Y,193.5,335.0,88.4,1
B,M,N,Y,182.1,72.6,82.5,0
W,M,N,Y,200.0,196.7,87.7,1
A,F,Y,N,155.7,284.3,85.6,1
B,F,N,N,158.9,108.5,88.4,1
W,F,N,N,161.3,258.2,80.7,0
B,M,N,Y,188.8,88.3,86.7,1
W,F,N,N,168.1,250.1,81.1,0
B,M,N,Y,176.4,121.6,82.2,0
W,F,N,N,156.9,156.2,84.9,0
A,M,Y,Y,189.8,305.0,87.5,1
B,M,N,Y,180.5,63.6,85.9,1
A,M,Y,Y,174.1,326.0,83.4,0
A,F,Y,N,165.0,300.8,89.7,1
B,M,N,Y,176.7,101.3,86.7,1
W,F,N,N,158.6,229.7,85.0,1
W,M,N,Y,179.1,247.3,82.6,0
A,F,Y,N,160.1,314.8,84.6,0
B,M,N,Y,185.4,66.7,86.2,1
B,F,N,N,158.9,63.8,81.2,0
W,M,N,Y,186.6,234.8,84.8,0
A,M,Y,Y,190.4,304.4,86.0,1
A,F,Y,N,153.4,346.0,87.0,1
B,F,N,N,163.1,66.4,89.6,1
W,M,N,Y,197.9,251.7,82.3,0
W,F,N,N,164.0,270.7,89.4,1
A,F,Y,N,157.8,310.9,82.9,0
W,F,N,N,157.4,171.4,87.8,1
B,M,N,Y,184.5,57.9,87.7,1
B,F,N,N,154.4,92.3,81.8,0
A,M,Y,Y,184.2,305.8,85.5,1
W,M,N,Y,184.7,212.7,81.3,0
W,M,N,Y,170.1,272.8,83.6,0
W,M,N,Y,172.7,252.7,82.9,0
A,M,Y,Y,191.0,311.6,81.1,0
B,M,N,Y,188.3,61.2,80.0,0
A,M,Y,Y,190.2,297.1,87.5,1
A,F,Y,N,164.9,280.7,87.3,1
B,F,N,N,166.0,69.6,81.9,0
W,F,N,N,160.1,140.0,88.0,1
A,F,Y,N,158.7,302.1,87.0,1
W,M,N,Y,181.1,226.9,81.6,0
B,F,N,N,151.7,56.0,83.2,0
A,F,Y,N,157.2,285.5,88.3,1
B,M,N,Y,173.4,119.0,80.4,0
A,F,Y,N,160.3,304.7,83.1,0
A,M,Y,Y,196.5,334.5,85.7,1
W,F,N,N,163.9,250.4,82.4,0
A,F,Y,N,151.8,294.2,89.2,1
W,M,N,Y,185.0,234.4,85.2,1
W,M,N,Y,190.9,178.2,87.7,1
B,M,N,Y,175.4,91.7,88.9,1
W,M,N,Y,182.0,157.9,85.6,1
B,M,N,Y,190.4,73.9,81.8,0
B,M,N,Y,197.3,76.1,86.5,1
W,M,N,Y,173.2,221.6,86.2,1
B,F,N,N,153.6,58.2,89.9,1
A,M,Y,Y,180.5,329.9,89.7,1
A,M,Y,Y,183.3,340.1,89.9,1
W,F,N,N,155.3,221.1,85.4,1
W,M,N,Y,177.9,199.7,83.8,0
B,F,N,N,165.6,97.7,85.7,1
W,F,N,N,164.7,137.3,85.8,1
B,M,N,Y,170.6,81.4,83.1,0
W,M,N,Y,178.9,148.4,89.6,1
W,M,N,Y,186.9,248.1,86.0,1
W,M,N,Y,187.6,216.2,89.9,1
A,M,Y,Y,176.6,303.5,85.8,1
B,M,N,Y,168.6,113.9,83.0,0
B,M,N,Y,197.2,70.0,83.4,0
A,F,Y,N,159.9,299.1,86.4,1
A,F,Y,N,160.4,310.4,80.9,0
W,M,N,Y,177.5,155.0,80.5,0
A,F,Y,N,160.7,291.6,87.9,1
A,M,Y,Y,182.4,323.4,82.9,0
B,F,N,N,155.1,90.2,89.1,1
B,F,N,N,160.5,97.5,89.0,1
W,M,N,Y,168.9,135.1,85.4,1
A,F,Y,N,152.5,317.0,80.4,0
B,M,N,Y,182.8,52.9,81.0,0
A,M,Y,Y,176.1,323.6,85.9,1
A,M,Y,Y,199.7,344.7,84.3,0
B,M,N,Y,188.1,75.0,80.3,0
B,F,N,N,160.2,57.8,85.5,1
B,M,N,Y,172.7,114.9,80.7,0
B,M,N,Y,194.4,92.9,87.3,1
A,M,Y,Y,188.0,344.4,88.6,1
B,M,N,Y,169.9,94.6,88.5,1
W,M,N,Y,179.1,204.0,86.2,1
A,M,Y,Y,195.3,344.9,89.9,1
B,M,N,Y,169.3,56.0,87.1,1
B,F,N,N,159.6,62.9,85.4,1
B,M,N,Y,179.3,103.8,80.7,0
A,M,Y,Y,176.7,280.8,86.8,1
W,F,N,N,154.0,156.5,86.0,1
A,F,Y,N,155.8,342.4,80.6,0
A,M,Y,Y,168.9,336.3,83.0,0
A,F,Y,N,164.2,332.3,82.4,0
B,M,N,Y,193.9,121.8,80.8,0
A,F,Y,N,154.5,311.0,81.1,0
B,M,N,Y,179.1,121.5,83.3,0
A,F,Y,N,160.3,300.9,82.1,0
W,F,N,N,166.0,184.2,83.7,0
W,M,N,Y,199.3,162.5,85.3,1
B,M,N,Y,180.8,82.4,80.4,0
A,M,Y,Y,178.6,276.6,85.9,1
W,F,N,N,167.3,238.1,82.8,0
W,F,N,N,166.6,241.8,85.5,1
A,F,Y,N,152.9,306.0,82.1,0
B,M,N,Y,195.4,120.0,81.3,0
B,F,N,N,163.0,91.5,86.3,1
B,M,N,Y,198.8,77.6,84.1,0
W,F,N,N,164.3,252.4,81.7,0
B,M,N,Y,192.6,80.2,84.6,0
B,M,N,Y,196.4,56.6,86.3,1
W,F,N,N,164.2,176.2,86.6,1
W,M,N,Y,195.6,227.8,88.4,1
A,F,Y,N,154.9,311.0,84.4,0
